Origin 3-Digit   Destination 3-Digit   Changed From   Changed To   
754              997                   8              A            
754              998                   8              A            
754              999                   8              A            
755              006                   8              A            
755              007                   8              A            
755              008                   8              A            
755              009                   8              A            
755              967                   8              A            
755              968                   8              A            
755              995                   8              A            
755              996                   8              A            
755              997                   8              A            
755              998                   8              A            
755              999                   8              A            
756              006                   8              A            
756              007                   8              A            
756              008                   8              A            
756              009                   8              A            
756              967                   8              A            
756              968                   8              A            
756              995                   8              A            
756              996                   8              A            
756              997                   8              A            
756              998                   8              A            
756              999                   8              A            
757              006                   8              A            
757              007                   8              A            
757              008                   8              A            
757              009                   8              A            
757              967                   8              A            
757              968                   8              A            
757              995                   8              A            
757              996                   8              A            
757              997                   8              A            
757              998                   8              A            
757              999                   8              A            
758              006                   8              A            
758              007                   8              A            
758              008                   8              A            
758              009                   8              A            
758              967                   8              A            
758              968                   8              A            
758              995                   8              A            
758              996                   8              A            
758              997                   8              A            
758              998                   8              A            
758              999                   8              A            
759              006                   8              A            
759              007                   8              A            
759              008                   8              A            
759              009                   8              A            
759              967                   8              A            
759              968                   8              A            
759              995                   8              A            
759              996                   8              A            
759              997                   8              A            
759              998                   8              A            
759              999                   8              A            
760              006                   8              A            
760              007                   8              A            
760              008                   8              A            
760              009                   8              A            
760              967                   8              A            
760              968                   8              A            
760              995                   8              A            
760              996                   8              A            
760              997                   8              A            
760              998                   8              A            
760              999                   8              A            
761              006                   8              A            
761              007                   8              A            
761              008                   8              A            
761              009                   8              A            
761              967                   8              A            
761              968                   8              A            
761              995                   8              A            
761              996                   8              A            
761              997                   8              A            
761              998                   8              A            
761              999                   8              A            
762              006                   8              A            
762              007                   8              A            
762              008                   8              A            
762              009                   8              A            
762              967                   8              A            
762              968                   8              A            
762              995                   8              A            
762              996                   8              A            
762              997                   8              A            
762              998                   8              A            
762              999                   8              A            
763              006                   8              A            
763              007                   8              A            
763              008                   8              A            
763              009                   8              A            
763              967                   8              A            
763              968                   8              A            
763              995                   8              A            
763              996                   8              A            
763              997                   8              A            
763              998                   8              A            
763              999                   8              A            
764              006                   8              A            
764              007                   8              A            
764              008                   8              A            
764              009                   8              A            
764              967                   8              A            
764              968                   8              A            
764              995                   8              A            
764              996                   8              A            
764              997                   8              A            
764              998                   8              A            
764              999                   8              A            
765              006                   8              A            
765              007                   8              A            
765              008                   8              A            
765              009                   8              A            
765              967                   8              A            
765              968                   8              A            
765              995                   8              A            
765              996                   8              A            
765              997                   8              A            
765              998                   8              A            
765              999                   8              A            
766              006                   8              A            
766              007                   8              A            
766              008                   8              A            
766              009                   8              A            
766              967                   8              A            
766              968                   8              A            
766              995                   8              A            
766              996                   8              A            
766              997                   8              A            
766              998                   8              A            
766              999                   8              A            
767              006                   8              A            
767              007                   8              A            
767              008                   8              A            
767              009                   8              A            
767              967                   8              A            
767              968                   8              A            
767              995                   8              A            
767              996                   8              A            
767              997                   8              A            
767              998                   8              A            
767              999                   8              A            
768              006                   8              A            
768              007                   8              A            
768              008                   8              A            
768              009                   8              A            
768              967                   8              A            
768              968                   8              A            
768              995                   8              A            
768              996                   8              A            
768              997                   8              A            
768              998                   8              A            
768              999                   8              A            
769              006                   8              A            
769              007                   8              A            
769              008                   8              A            
769              009                   8              A            
769              967                   8              A            
769              968                   8              A            
769              995                   8              A            
769              996                   8              A            
769              997                   8              A            
769              998                   8              A            
769              999                   8              A            
770              006                   8              A            
770              007                   8              A            
770              008                   8              A            
770              009                   8              A            
770              967                   8              A            
770              968                   8              A            
770              995                   8              A            
770              996                   8              A            
770              997                   8              A            
770              998                   8              A            
770              999                   8              A            
772              006                   8              A            
772              007                   8              A            
772              008                   8              A            
772              009                   8              A            
772              967                   8              A            
772              968                   8              A            
772              995                   8              A            
772              996                   8              A            
772              997                   8              A            
772              998                   8              A            
772              999                   8              A            
773              006                   8              A            
773              007                   8              A            
773              008                   8              A            
773              009                   8              A            
773              967                   8              A            
773              968                   8              A            
773              995                   8              A            
773              996                   8              A            
773              997                   8              A            
773              998                   8              A            
773              999                   8              A            
774              006                   8              A            
774              007                   8              A            
774              008                   8              A            
774              009                   8              A            
774              967                   8              A            
774              968                   8              A            
774              995                   8              A            
774              996                   8              A            
774              997                   8              A            
774              998                   8              A            
774              999                   8              A            
775              006                   8              A            
775              007                   8              A            
775              008                   8              A            
775              009                   8              A            
775              967                   8              A            
775              968                   8              A            
775              995                   8              A            
775              996                   8              A            
775              997                   8              A            
775              998                   8              A            
775              999                   8              A            
776              006                   8              A            
776              007                   8              A            
776              008                   8              A            
776              009                   8              A            
776              967                   8              A            
776              968                   8              A            
776              995                   8              A            
776              996                   8              A            
776              997                   8              A            
776              998                   8              A            
776              999                   8              A            
777              006                   8              A            
777              007                   8              A            
777              008                   8              A            
777              009                   8              A            
777              967                   8              A            
777              968                   8              A            
777              995                   8              A            
777              996                   8              A            
777              997                   8              A            
777              998                   8              A            
777              999                   8              A            
778              006                   8              A            
778              007                   8              A            
778              008                   8              A            
778              009                   8              A            
778              967                   8              A            
778              968                   8              A            
778              995                   8              A            
778              996                   8              A            
778              997                   8              A            
778              998                   8              A            
778              999                   8              A            
779              006                   8              A            
779              007                   8              A            
779              008                   8              A            
779              009                   8              A            
779              967                   8              A            
779              968                   8              A            
779              995                   8              A            
779              996                   8              A            
779              997                   8              A            
779              998                   8              A            
779              999                   8              A            
780              006                   8              A            
780              007                   8              A            
780              008                   8              A            
780              009                   8              A            
780              967                   8              A            
780              968                   8              A            
780              995                   8              A            
780              996                   8              A            
780              997                   8              A            
780              998                   8              A            
780              999                   8              A            
781              006                   8              A            
781              007                   8              A            
781              008                   8              A            
781              009                   8              A            
781              967                   8              A            
781              968                   8              A            
781              995                   8              A            
781              996                   8              A            
781              997                   8              A            
781              998                   8              A            
781              999                   8              A            
782              006                   8              A            
782              007                   8              A            
782              008                   8              A            
782              009                   8              A            
782              967                   8              A            
782              968                   8              A            
782              995                   8              A            
782              996                   8              A            
782              997                   8              A            
782              998                   8              A            
782              999                   8              A            
783              006                   8              A            
783              007                   8              A            
783              008                   8              A            
783              009                   8              A            
783              967                   8              A            
783              968                   8              A            
783              995                   8              A            
783              996                   8              A            
783              997                   8              A            
783              998                   8              A            
783              999                   8              A            
784              006                   8              A            
784              007                   8              A            
784              008                   8              A            
784              009                   8              A            
784              967                   8              A            
784              968                   8              A            
784              995                   8              A            
784              996                   8              A            
784              997                   8              A            
784              998                   8              A            
784              999                   8              A            
785              006                   8              A            
785              007                   8              A            
785              008                   8              A            
785              009                   8              A            
785              967                   8              A            
785              968                   8              A            
785              995                   8              A            
785              996                   8              A            
785              997                   8              A            
785              998                   8              A            
785              999                   8              A            
786              006                   8              A            
786              007                   8              A            
786              008                   8              A            
786              009                   8              A            
786              967                   8              A            
786              968                   8              A            
786              995                   8              A            
786              996                   8              A            
786              997                   8              A            
786              998                   8              A            
786              999                   8              A            
787              006                   8              A            
787              007                   8              A            
787              008                   8              A            
787              009                   8              A            
787              967                   8              A            
787              968                   8              A            
787              995                   8              A            
787              996                   8              A            
787              997                   8              A            
787              998                   8              A            
787              999                   8              A            
788              006                   8              A            
788              007                   8              A            
788              008                   8              A            
788              009                   8              A            
788              967                   8              A            
788              968                   8              A            
788              995                   8              A            
788              996                   8              A            
788              997                   8              A            
788              998                   8              A            
788              999                   8              A            
789              006                   8              A            
789              007                   8              A            
789              008                   8              A            
789              009                   8              A            
789              967                   8              A            
789              968                   8              A            
789              995                   8              A            
789              996                   8              A            
789              997                   8              A            
789              998                   8              A            
789              999                   8              A            
790              006                   8              A            
790              007                   8              A            
790              008                   8              A            
790              009                   8              A            
790              967                   8              A            
790              968                   8              A            
790              995                   8              A            
790              996                   8              A            
790              997                   8              A            
790              998                   8              A            
790              999                   8              A            
791              006                   8              A            
791              007                   8              A            
791              008                   8              A            
791              009                   8              A            
791              967                   8              A            
791              968                   8              A            
791              995                   8              A            
791              996                   8              A            
791              997                   8              A            
791              998                   8              A            
791              999                   8              A            
792              006                   8              A            
792              007                   8              A            
792              008                   8              A            
792              009                   8              A            
792              967                   8              A            
792              968                   8              A            
792              995                   8              A            
792              996                   8              A            
792              997                   8              A            
792              998                   8              A            
792              999                   8              A            
793              006                   8              A            
793              007                   8              A            
793              008                   8              A            
793              009                   8              A            
793              967                   8              A            
793              968                   8              A            
793              995                   8              A            
793              996                   8              A            
793              997                   8              A            
793              998                   8              A            
793              999                   8              A            
794              006                   8              A            
794              007                   8              A            
794              008                   8              A            
794              009                   8              A            
794              967                   8              A            
794              968                   8              A            
794              995                   8              A            
794              996                   8              A            
794              997                   8              A            
794              998                   8              A            
794              999                   8              A            
795              006                   8              A            
795              007                   8              A            
795              008                   8              A            
795              009                   8              A            
795              967                   8              A            
795              968                   8              A            
795              995                   8              A            
795              996                   8              A            
795              997                   8              A            
795              998                   8              A            
795              999                   8              A            
796              006                   8              A            
796              007                   8              A            
796              008                   8              A            
796              009                   8              A            
796              967                   8              A            
796              968                   8              A            
796              995                   8              A            
796              996                   8              A            
796              997                   8              A            
796              998                   8              A            
796              999                   8              A            
797              006                   8              A            
797              007                   8              A            
797              008                   8              A            
797              009                   8              A            
797              967                   8              A            
797              968                   8              A            
797              995                   8              A            
797              996                   8              A            
797              997                   8              A            
797              998                   8              A            
797              999                   8              A            
798              006                   8              A            
798              007                   8              A            
798              008                   8              A            
798              009                   8              A            
798              967                   8              A            
798              968                   8              A            
798              995                   8              A            
798              996                   8              A            
798              997                   8              A            
798              998                   8              A            
798              999                   8              A            
799              006                   8              A            
799              007                   8              A            
799              008                   8              A            
799              009                   8              A            
799              967                   8              A            
799              968                   8              A            
799              995                   8              A            
799              996                   8              A            
799              997                   8              A            
799              998                   8              A            
799              999                   8              A            
800              006                   8              A            
800              007                   8              A            
800              008                   8              A            
800              009                   8              A            
800              967                   8              A            
800              968                   8              A            
800              995                   8              A            
800              996                   8              A            
800              997                   8              A            
800              998                   8              A            
800              999                   7              A            
801              006                   8              A            
801              007                   8              A            
801              008                   8              A            
801              009                   8              A            
801              967                   8              A            
801              968                   8              A            
801              995                   8              A            
801              996                   8              A            
801              997                   8              A            
801              998                   8              A            
801              999                   7              A            
802              006                   8              A            
802              007                   8              A            
802              008                   8              A            
802              009                   8              A            
802              967                   8              A            
802              968                   8              A            
802              995                   8              A            
802              996                   8              A            
802              997                   8              A            
802              998                   8              A            
802              999                   7              A            
803              006                   8              A            
803              007                   8              A            
803              008                   8              A            
803              009                   8              A            
803              967                   8              A            
803              968                   8              A            
803              995                   8              A            
803              996                   8              A            
803              997                   8              A            
803              998                   8              A            
803              999                   7              A            
804              006                   8              A            
804              007                   8              A            
804              008                   8              A            
804              009                   8              A            
804              967                   8              A            
804              968                   8              A            
804              995                   8              A            
804              996                   8              A            
804              997                   8              A            
804              998                   8              A            
804              999                   7              A            
805              006                   8              A            
805              007                   8              A            
805              008                   8              A            
805              009                   8              A            
805              967                   8              A            
805              968                   8              A            
805              995                   8              A            
805              996                   8              A            
805              997                   8              A            
805              998                   8              A            
805              999                   7              A            
806              006                   8              A            
806              007                   8              A            
806              008                   8              A            
806              009                   8              A            
806              967                   8              A            
806              968                   8              A            
806              995                   8              A            
806              996                   8              A            
806              997                   8              A            
806              998                   8              A            
806              999                   7              A            
807              006                   8              A            
807              007                   8              A            
807              008                   8              A            
807              009                   8              A            
807              967                   8              A            
807              968                   8              A            
807              995                   8              A            
807              996                   8              A            
807              997                   8              A            
807              998                   8              A            
807              999                   7              A            
808              006                   8              A            
808              007                   8              A            
808              008                   8              A            
808              009                   8              A            
808              967                   8              A            
808              968                   8              A            
808              995                   8              A            
808              996                   8              A            
808              997                   8              A            
808              998                   8              A            
808              999                   7              A            
809              006                   8              A            
809              007                   8              A            
809              008                   8              A            
809              009                   8              A            
809              967                   8              A            
809              968                   8              A            
809              995                   8              A            
809              996                   8              A            
809              997                   8              A            
809              998                   8              A            
809              999                   7              A            
810              006                   8              A            
810              007                   8              A            
810              008                   8              A            
810              009                   8              A            
810              967                   8              A            
810              968                   8              A            
810              995                   8              A            
810              996                   8              A            
810              997                   8              A            
810              998                   8              A            
810              999                   7              A            
811              006                   8              A            
811              007                   8              A            
811              008                   8              A            
811              009                   8              A            
811              967                   8              A            
811              968                   8              A            
811              995                   8              A            
811              996                   8              A            
811              997                   8              A            
811              998                   8              A            
811              999                   7              A            
812              006                   8              A            
812              007                   8              A            
812              008                   8              A            
812              009                   8              A            
812              967                   8              A            
812              968                   8              A            
812              995                   8              A            
812              996                   8              A            
812              997                   8              A            
812              998                   8              A            
812              999                   7              A            
813              006                   8              A            
813              007                   8              A            
813              008                   8              A            
813              009                   8              A            
813              967                   8              A            
813              968                   8              A            
813              995                   8              A            
813              996                   8              A            
813              997                   8              A            
813              998                   8              A            
813              999                   7              A            
814              006                   8              A            
814              007                   8              A            
814              008                   8              A            
814              009                   8              A            
814              967                   8              A            
814              968                   8              A            
814              995                   8              A            
814              996                   8              A            
814              997                   8              A            
814              998                   8              A            
814              999                   7              A            
815              006                   8              A            
